YEAR,OCCUPATION,AGE_GROUP,PERCENTILE,PERCENTILE_VALUE
2016,Registered Nurses,20-29 years,26,1062.34872781813
2016,Registered Nurses,20-29 years,27,1070.2835354995914
2016,Registered Nurses,20-29 years,28,1078.1006889519244
2016,Registered Nurses,20-29 years,28,1085.810665202369
2016,Registered Nurses,20-29 years,30,1093.4239412781646
2016,Registered Nurses,20-29 years,31,1100.9509942065515
2016,Registered Nurses,20-29 years,32,1108.402301014769
2016,Registered Nurses,20-29 years,33,1115.7883387300571
2016,Registered Nurses,20-29 years,34,1123.1195534393155
2016,Registered Nurses,20-29 years,35,1130.4055946229391
2016,Registered Nurses,20-29 years,36,1137.6552648729767
2016,Registered Nurses,20-29 years,37,1144.8773257729563
2016,Registered Nurses,20-29 years,38,1152.0805389064055
2016,Registered Nurses,20-29 years,39,1159.2736658568529
2016,Registered Nurses,20-29 years,40,1166.4654682078258
2016,Registered Nurses,20-29 years,41,1173.6647075428523
2016,Registered Nurses,20-29 years,42,1180.8801454454606
2016,Registered Nurses,20-29 years,43,1188.1205434991787
2016,Registered Nurses,20-29 years,44,1195.3946632875343
2016,Registered Nurses,20-29 years,45,1202.7112769372866
2016,Registered Nurses,20-29 years,46,1210.0795144965932
2016,Registered Nurses,20-29 years,47,1217.5089429655145
2016,Registered Nurses,20-29 years,48,1225.009155890928
2016,Registered Nurses,20-29 years,49,1232.5897468197115
2016,Registered Nurses,20-29 years,50,1240.2603092987426
2016,Registered Nurses,20-29 years,51,1248.0304368748991
2016,Registered Nurses,20-29 years,52,1255.9097230950588
2016,Registered Nurses,20-29 years,53,1263.9077615060987
2016,Registered Nurses,20-29 years,54,1272.0341456548972
2016,Registered Nurses,20-29 years,55,1280.2984685679594
2016,Registered Nurses,20-29 years,56,1288.7092875698017
2016,Registered Nurses,20-29 years,56,1297.2719563152984
2016,Registered Nurses,20-29 years,57,1305.9912109213703
2016,Registered Nurses,20-29 years,59,1314.8717875049383
2016,Registered Nurses,20-29 years,60,1323.9184221829228
2016,Registered Nurses,20-29 years,61,1333.1358510722446
2016,Registered Nurses,20-29 years,62,1342.5288102898246
2016,Registered Nurses,20-29 years,63,1352.1020359525833
2016,Registered Nurses,20-29 years,64,1361.8602693233677
2016,Registered Nurses,20-29 years,65,1371.808980413361
2016,Registered Nurses,20-29 years,66,1381.9551155584393
2016,Registered Nurses,20-29 years,67,1392.3057995481083
2016,Registered Nurses,20-29 years,68,1402.8681571718741
2016,Registered Nurses,20-29 years,69,1413.6493132192425
2016,Registered Nurses,20-29 years,70,1424.6563924797197
2016,Registered Nurses,20-29 years,71,1435.896519742811
2016,Registered Nurses,20-29 years,72,1447.3768941638523
2016,Registered Nurses,20-29 years,73,1459.105534576256
2016,Registered Nurses,20-29 years,74,1471.0909681034075
2016,Registered Nurses,20-29 years,75,1483.3417294636286
2016,Registered Nurses,20-29 years,76,1495.866353375242
2016,Registered Nurses,20-29 years,77,1508.6733745565696
2016,Registered Nurses,20-29 years,78,1521.7713583497411
2016,Registered Nurses,20-29 years,79,1535.1784726905703
2016,Registered Nurses,20-29 years,80,1548.9360873050612
2016,Registered Nurses,20-29 years,81,1563.0890065591798
2016,Registered Nurses,20-29 years,82,1577.6820348188917
2016,Registered Nurses,20-29 years,83,1592.7599764501633
2016,Registered Nurses,20-29 years,84,1608.3701474751094
2016,Registered Nurses,20-29 years,85,1624.6031119892716
2016,Registered Nurses,20-29 years,86,1641.5858855870779
2016,Registered Nurses,20-29 years,87,1659.4466237363968
2016,Registered Nurses,20-29 years,88,1678.3134819050965
2016,Registered Nurses,20-29 years,89,1698.369910729093
2016,Registered Nurses,20-29 years,90,1720.0629467725573
2016,Registered Nurses,20-29 years,91,1743.9180814403126
2016,Registered Nurses,20-29 years,92,1770.4670451543375
2016,Registered Nurses,20-29 years,93,1800.480132441306
2016,Registered Nurses,20-29 years,94,1835.035550576946
2016,Registered Nurses,20-29 years,95,1876.2406126949445
2016,Registered Nurses,20-29 years,96,1931.9723276586326
2016,Registered Nurses,20-29 years,97,2020.0919376127772
2016,Registered Nurses,20-29 years,98,2154.680670158745
2016,Registered Nurses,20-29 years,99,2348.051159774383
2016,Registered Nurses,20-29 years,100,15914.770822143557
2016,Solicitors,50-59 years,0,0.0
2016,Solicitors,50-59 years,1,652.786361205609
2016,Solicitors,50-59 years,2,786.6880631959866
2016,Solicitors,50-59 years,3,910.5669437386056
2016,Solicitors,50-59 years,4,1004.3924485352733
2016,Solicitors,50-59 years,5,1074.0536920325449
2016,Solicitors,50-59 years,6,1134.702739226169
2016,Solicitors,50-59 years,7,1192.2671265831286
2016,Solicitors,50-59 years,8,1250.173098399164
2016,Solicitors,50-59 years,9,1310.4878086971987
2016,Solicitors,50-59 years,10,1370.232741198224
2016,Solicitors,50-59 years,11,1425.7372660728856
2016,Solicitors,50-59 years,12,1475.3665205405996
2016,Solicitors,50-59 years,13,1519.2370450624169
2016,Solicitors,50-59 years,14,1558.8270676813347
2016,Solicitors,50-59 years,15,1595.8192852516065
2016,Solicitors,50-59 years,16,1631.1825417367302
2016,Solicitors,50-59 years,17,1665.580666041989
2016,Solicitors,50-59 years,18,1699.5180154163731
2016,Solicitors,50-59 years,19,1733.442327159227
2016,Solicitors,50-59 years,20,1767.7716799726552
2016,Solicitors,50-59 years,21,1802.7327893065858
2016,Solicitors,50-59 years,22,1838.3257126427147
2016,Solicitors,50-59 years,23,1874.550334580715
2016,Solicitors,50-59 years,24,1911.3989745939748
2016,Solicitors,50-59 years,25,1948.8607509222466
2016,Solicitors,50-59 years,26,1986.9194929109829
2016,Solicitors,50-59 years,27,2025.5565542163001
2016,Solicitors,50-59 years,28,2064.7668506019913
2016,Solicitors,50-59 years,28,2104.5563187148155
2016,Solicitors,50-59 years,30,2144.92945476191
2016,Solicitors,50-59 years,31,2185.889628677901
2016,Solicitors,50-59 years,32,2227.438729975574
2016,Solicitors,50-59 years,33,2269.5770071225747
2016,Solicitors,50-59 years,34,2312.3028658587023
2016,Solicitors,50-59 years,35,2355.6126650928154
2016,Solicitors,50-59 years,36,2399.5005101638144
2016,Solicitors,50-59 years,37,2443.958045107299
2016,Solicitors,50-59 years,38,2488.974242689527
2016,Solicitors,50-59 years,39,2534.535220398072
2016,Solicitors,50-59 years,40,2580.6240741378515
2016,Solicitors,50-59 years,41,2627.2207271549337
2016,Solicitors,50-59 years,42,2674.3018040869592
2016,Solicitors,50-59 years,43,2721.8405749043823
2016,Solicitors,50-59 years,44,2769.806930684123
2016,Solicitors,50-59 years,45,2818.1673948524103
2016,Solicitors,50-59 years,46,2866.8852358062895
2016,Solicitors,50-59 years,47,2915.920628292765
2016,Solicitors,50-59 years,48,2965.230816444094
2016,Solicitors,50-59 years,49,3014.7700816331644
2016,Solicitors,50-59 years,50,3064.5007686660015
2016,Solicitors,50-59 years,51,3114.4282160066846
2016,Solicitors,50-59 years,52,3164.5650786936835
2016,Solicitors,50-59 years,53,3214.9245748876983
2016,Solicitors,50-59 years,54,3265.5204427339236
2016,Solicitors,50-59 years,55,3316.366998819976
2016,Solicitors,50-59 years,56,3367.4791930004117
2016,Solicitors,50-59 years,56,3418.872661228264
2016,Solicitors,50-59 years,57,3470.5637946767256
2016,Solicitors,50-59 years,59,3522.569802476196
2016,Solicitors,50-59 years,60,3574.9087951593524
2016,Solicitors,50-59 years,61,3627.5998647463575
2016,Solicitors,50-59 years,62,3680.663183674416
2016,Solicitors,50-59 years,63,3734.120108691221
2016,Solicitors,50-59 years,64,3787.9933008891535
2016,Solicitors,50-59 years,65,3842.306859125249
2016,Solicitors,50-59 years,66,3897.0864711787985
2016,Solicitors,50-59 years,67,3952.359583317445
2016,Solicitors,50-59 years,68,4008.155597629722
2016,Solicitors,50-59 years,69,4064.5060869484923
2016,Solicitors,50-59 years,70,4121.445059030333
2016,Solicitors,50-59 years,71,4179.009234463296
2016,Solicitors,50-59 years,72,4237.238399119508
2016,Solicitors,50-59 years,73,4296.175785803521
2016,Solicitors,50-59 years,74,4355.86853286258
2016,Solicitors,50-59 years,75,4416.368232391838
2016,Solicitors,50-59 years,76,4477.731554381958
2016,Solicitors,50-59 years,77,4540.021005583563
2016,Solicitors,50-59 years,78,4603.305844871367
2016,Solicitors,50-59 years,79,4667.66317052098
2016,Solicitors,50-59 years,80,4733.179251532569
2016,Solicitors,50-59 years,81,4799.951165910246
2016,Solicitors,50-59 years,82,4868.08883269032
2016,Solicitors,50-59 years,83,4937.717558989944
2016,Solicitors,50-59 years,84,5008.981271302729
2016,Solicitors,50-59 years,85,5082.046675414761
2016,Solicitors,50-59 years,86,5157.108689872356
2016,Solicitors,50-59 years,87,5234.397663207729
2016,Solicitors,50-59 years,88,5314.189156134535
2016,Solicitors,50-59 years,89,5396.8174940058425
2016,Solicitors,50-59 years,90,5482.694996927547
2016,Solicitors,50-59 years,91,5572.340147062767
2016,Solicitors,50-59 years,92,5666.420482503013
2016,Solicitors,50-59 years,93,5765.820387130317
2016,Solicitors,50-59 years,94,5871.754899011719
2016,Solicitors,50-59 years,95,5985.9739330303855
2016,Solicitors,50-59 years,96,6111.164355569895
2016,Solicitors,50-59 years,97,6251.851484129841
2016,Solicitors,50-59 years,98,6416.863857523202
2016,Solicitors,50-59 years,99,6629.008133810136
2016,Solicitors,50-59 years,100,7128.628857421875
2016,Solicitors,40-49 years,0,0.0
2016,Solicitors,40-49 years,1,658.0091987735607
2016,Solicitors,40-49 years,2,855.68117779438
2016,Solicitors,40-49 years,3,965.600937923455
2016,Solicitors,40-49 years,4,1044.6049274665493
2016,Solicitors,40-49 years,5,1111.3520805069054
2016,Solicitors,40-49 years,6,1173.7879024465167
2016,Solicitors,40-49 years,7,1235.945738488008
2016,Solicitors,40-49 years,8,1300.8229038059862
2016,Solicitors,40-49 years,9,1365.9173147272668
2016,Solicitors,40-49 years,10,1426.4898806827894
2016,Solicitors,40-49 years,11,1480.310088883391
2016,Solicitors,40-49 years,12,1527.512195350927
2016,Solicitors,40-49 years,13,1570.0162551538026
2016,Solicitors,40-49 years,14,1609.5956135232577
2016,Solicitors,40-49 years,15,1647.2650073500754
2016,Solicitors,40-49 years,16,1683.6984627501215
2016,Solicitors,40-49 years,17,1719.3884876891132
2016,Solicitors,40-49 years,18,1754.7481205608578
2016,Solicitors,40-49 years,19,1790.0620076500968
2016,Solicitors,40-49 years,20,1825.4540698623946
2016,Solicitors,40-49 years,21,1861.0055857576342
2016,Solicitors,40-49 years,22,1896.808993335942
2016,Solicitors,40-49 years,23,1932.9615330306563
2016,Solicitors,40-49 years,24,1969.5692172069985
2016,Solicitors,40-49 years,25,2006.7545205195524
2016,Solicitors,40-49 years,26,2044.6111749431982
2016,Solicitors,40-49 years,27,2083.165297417102
2016,Solicitors,40-49 years,28,2122.4259620724433
2016,Solicitors,40-49 years,28,2162.4022682799164
2016,Solicitors,40-49 years,30,2203.100935483817
2016,Solicitors,40-49 years,31,2244.5262279397452
2016,Solicitors,40-49 years,32,2286.6795119422604
2016,Solicitors,40-49 years,33,2329.558796087705
2016,Solicitors,40-49 years,34,2373.1582671434485
2016,Solicitors,40-49 years,35,2417.467802948624
2016,Solicitors,40-49 years,36,2462.4724855399636
2016,Solicitors,40-49 years,37,2508.1521648675885
2016,Solicitors,40-49 years,38,2554.4810597887345
2016,Solicitors,40-49 years,39,2601.4273955822628
2016,Solicitors,40-49 years,40,2648.9531681640697
2016,Solicitors,40-49 years,41,2697.0140570534054
2016,Solicitors,40-49 years,42,2745.5594231702776
2016,Solicitors,40-49 years,43,2794.5325243758134
2016,Solicitors,40-49 years,44,2843.870932939565
2016,Solicitors,40-49 years,45,2893.507077683068
2016,Solicitors,40-49 years,46,2943.369054351918
2016,Solicitors,40-49 years,47,2993.3815879117574
2016,Solicitors,40-49 years,48,3043.469882358902
2016,Solicitors,40-49 years,49,3093.6151530607253
2016,Solicitors,40-49 years,50,3143.8318190418418
2016,Solicitors,40-49 years,51,3194.1347014844678
2016,Solicitors,40-49 years,52,3244.5388545945093
2016,Solicitors,40-49 years,53,3295.0596380680204
2016,Solicitors,40-49 years,54,3345.7127607603197
2016,Solicitors,40-49 years,55,3396.5143356089775
2016,Solicitors,40-49 years,56,3447.4809329042723
2016,Solicitors,40-49 years,56,3498.629645268402
2016,Solicitors,40-49 years,57,3549.978148609713
2016,Solicitors,40-49 years,59,3601.544777301416
2016,Solicitors,40-49 years,60,3653.348598659569
2016,Solicitors,40-49 years,61,3705.4094996420863
2016,Solicitors,40-49 years,62,3757.7482803949215
2016,Solicitors,40-49 years,63,3810.386756422639
2016,Solicitors,40-49 years,64,3863.3478767274505
2016,Solicitors,40-49 years,65,3916.6558483994704
2016,Solicitors,40-49 years,66,3970.33628583595
2016,Solicitors,40-49 years,67,4024.4163682803505
2016,Solicitors,40-49 years,68,4078.9250285145717
2016,Solicitors,40-49 years,69,4133.893159212025
2016,Solicitors,40-49 years,70,4189.353852188236
2016,Solicitors,40-49 years,71,4245.34267742962
2016,Solicitors,40-49 years,72,4301.897990011525
2016,Solicitors,40-49 years,73,4359.0613127892375
2016,Solicitors,40-49 years,74,4416.877749109803
2016,Solicitors,40-49 years,75,4475.396496947845
2016,Solicitors,40-49 years,76,4534.671443811083
2016,Solicitors,40-49 years,77,4594.761862119754
2016,Solicitors,40-49 years,78,4655.733267252783
2016,Solicitors,40-49 years,79,4717.658437838051
2016,Solicitors,40-49 years,80,4780.6186504724365
2016,Solicitors,40-49 years,81,4844.705207783773
2016,Solicitors,40-49 years,82,4910.021336727743
2016,Solicitors,40-49 years,83,4976.684560268589
2016,Solicitors,40-49 years,84,5044.829707398449
2016,Solicitors,40-49 years,85,5114.612790442848
2016,Solicitors,40-49 years,86,5186.216069070553
2016,Solicitors,40-49 years,87,5259.85477808264
2016,Solicitors,40-49 years,88,5335.786240321159
2016,Solicitors,40-49 years,89,5414.322483820459
2016,Solicitors,40-49 years,90,5495.848165811979
2016,Solicitors,40-49 years,91,5580.846889508215
2016,Solicitors,40-49 years,92,5669.941042984532
2016,Solicitors,40-49 years,93,5763.95511432582
2016,Solicitors,40-49 years,94,5864.021686165584
2016,Solicitors,40-49 years,95,5971.771877726408
2016,Solicitors,40-49 years,96,6089.7101286911175
2016,Solicitors,40-49 years,97,6222.054501933628
2016,Solicitors,40-49 years,98,6377.034883149488
2016,Solicitors,40-49 years,99,6575.914113571604
2016,Solicitors,40-49 years,100,7042.817626953292
2016,Solicitors,30-39 years,0,0.0
2016,Solicitors,30-39 years,1,710.3565464967236
2016,Solicitors,30-39 years,2,840.2158067613121
2016,Solicitors,30-39 years,3,929.2423196949753
2016,Solicitors,30-39 years,4,999.5750868653581
2016,Solicitors,30-39 years,5,1059.0282896560943
2016,Solicitors,30-39 years,6,1111.748940602199
2016,Solicitors,30-39 years,7,1159.922893423679
2016,Solicitors,30-39 years,8,1204.7789833275503
2016,Solicitors,30-39 years,9,1247.0997860358375
2016,Solicitors,30-39 years,10,1287.3060146480225
2016,Solicitors,30-39 years,11,1325.3463647171423
2016,Solicitors,30-39 years,12,1361.1506260295819
2016,Solicitors,30-39 years,13,1394.7822343194043
2016,Solicitors,30-39 years,14,1426.3642877118893
2016,Solicitors,30-39 years,15,1456.0594211927546
2016,Solicitors,30-39 years,16,1484.021873175532
2016,Solicitors,30-39 years,17,1510.4157219262772
2016,Solicitors,30-39 years,18,1535.5253088466652
2016,Solicitors,30-39 years,19,1559.6494186368425
2016,Solicitors,30-39 years,20,1583.021069405845
2016,Solicitors,30-39 years,21,1605.8383680702086
2016,Solicitors,30-39 years,22,1628.2430443876287
2016,Solicitors,30-39 years,23,1650.3613803485487
2016,Solicitors,30-39 years,24,1672.2999142934289
2016,Solicitors,30-39 years,25,1694.1620655063687
2016,Solicitors,30-39 years,26,1716.0521752496913
2016,Solicitors,30-39 years,27,1738.0714484514142
2016,Solicitors,30-39 years,28,1760.302804677023
2016,Solicitors,30-39 years,28,1782.8156685520723
2016,Solicitors,30-39 years,30,1805.6258330663
2016,Solicitors,30-39 years,31,1828.7263339778704
2016,Solicitors,30-39 years,32,1852.1200178946708
2016,Solicitors,30-39 years,33,1875.813777966354
2016,Solicitors,30-39 years,34,1899.80672595102
2016,Solicitors,30-39 years,35,1924.0969676654452
2016,Solicitors,30-39 years,36,1948.7020584286627
2016,Solicitors,30-39 years,37,1973.6319773259872
2016,Solicitors,30-39 years,38,1998.8183223700603
2016,Solicitors,30-39 years,39,2024.1652996881842
2016,Solicitors,30-39 years,40,2049.5677868060234
2016,Solicitors,30-39 years,41,2074.9694183409515
2016,Solicitors,30-39 years,42,2100.413638722952
2016,Solicitors,30-39 years,43,2125.9375978798707
2016,Solicitors,30-39 years,44,2151.556372950089
2016,Solicitors,30-39 years,45,2177.2908211910085
2016,Solicitors,30-39 years,46,2203.1673348734034
2016,Solicitors,30-39 years,47,2229.211993711694
2016,Solicitors,30-39 years,48,2255.451388966371
2016,Solicitors,30-39 years,49,2281.91499481632
2016,Solicitors,30-39 years,50,2308.6343709064035
2016,Solicitors,30-39 years,51,2335.6439662474677
2016,Solicitors,30-39 years,52,2362.981650924431
2016,Solicitors,30-39 years,53,2390.689103464492
2016,Solicitors,30-39 years,54,2418.8135711051304
2016,Solicitors,30-39 years,55,2447.407602220395
2016,Solicitors,30-39 years,56,2476.5317822612083
2016,Solicitors,30-39 years,56,2506.255946946053
2016,Solicitors,30-39 years,57,2536.6607986984172
2016,Solicitors,30-39 years,59,2567.8429775646146
2016,Solicitors,30-39 years,60,2599.91790012849
2016,Solicitors,30-39 years,61,2633.025542076659
2016,Solicitors,30-39 years,62,2667.341373150208
2016,Solicitors,30-39 years,63,2703.088959344723
2016,Solicitors,30-39 years,64,2740.559216126579
2016,Solicitors,30-39 years,65,2780.1463121600523
2016,Solicitors,30-39 years,66,2822.4119890291563
2016,Solicitors,30-39 years,67,2868.18068902712
2016,Solicitors,30-39 years,68,2918.8563840407937
2016,Solicitors,30-39 years,69,2976.9281090577438
2016,Solicitors,30-39 years,70,3044.245278316781
2016,Solicitors,30-39 years,71,3113.890072688689
2016,Solicitors,30-39 years,72,3185.1502468030963
2016,Solicitors,30-39 years,73,3258.127684044163
2016,Solicitors,30-39 years,74,3332.930095618107
2016,Solicitors,30-39 years,75,3409.675971578613
2016,Solicitors,30-39 years,76,3488.4966893132723
2016,Solicitors,30-39 years,77,3569.538429264097
2016,Solicitors,30-39 years,78,3652.964594158387
2016,Solicitors,30-39 years,79,3738.958718204901
2016,Solicitors,30-39 years,80,3827.7280325450524
2016,Solicitors,30-39 years,81,3919.5078945225123
2016,Solicitors,30-39 years,82,4014.567321860268
2016,Solicitors,30-39 years,83,4113.215989903505
2016,Solicitors,30-39 years,84,4215.81319149443
2016,Solicitors,30-39 years,85,4322.779461934895
2016,Solicitors,30-39 years,86,4434.6119261265185
2016,Solicitors,30-39 years,87,4551.904942112597
2016,Solicitors,30-39 years,88,4675.378219975243
2016,Solicitors,30-39 years,89,4805.916481913858
2016,Solicitors,30-39 years,90,4944.62631495185
2016,Solicitors,30-39 years,91,5092.920759433865
2016,Solicitors,30-39 years,92,5252.649717677679
2016,Solicitors,30-39 years,93,5426.310390441742
2016,Solicitors,30-39 years,94,5617.4067278058465
2016,Solicitors,30-39 years,95,5831.10906288822
2016,Solicitors,30-39 years,96,6075.587405893705
2016,Solicitors,30-39 years,97,6365.095242079032
2016,Solicitors,30-39 years,98,6728.753488890662
2016,Solicitors,30-39 years,99,7247.171752810101
2016,Solicitors,30-39 years,100,9241.693798732922
2016,Solicitors,20-29 years,0,0.0
2016,Solicitors,20-29 years,1,649.692438112056
2016,Solicitors,20-29 years,2,707.4726483646407
2016,Solicitors,20-29 years,3,757.6629100150881
2016,Solicitors,20-29 years,4,795.987057177975
2016,Solicitors,20-29 years,5,823.9971944295502
2016,Solicitors,20-29 years,6,847.8969395020059
2016,Solicitors,20-29 years,7,870.7887872391312
2016,Solicitors,20-29 years,8,892.6278281825679
2016,Solicitors,20-29 years,9,913.2286997298463
2016,Solicitors,20-29 years,10,932.4872731120164
2016,Solicitors,20-29 years,11,950.580812429049
2016,Solicitors,20-29 years,12,967.7474696310256
2016,Solicitors,20-29 years,13,984.2253966680272
2016,Solicitors,20-29 years,14,1000.2365222158702
2016,Solicitors,20-29 years,15,1015.8607908118922
2016,Solicitors,20-29 years,16,1031.1047076464179
2016,Solicitors,20-29 years,17,1045.9741609763555
2016,Solicitors,20-29 years,18,1060.4750390586132
2016,Solicitors,20-29 years,19,1074.6143414917806
2016,Solicitors,20-29 years,20,1088.4093806553008
2016,Solicitors,20-29 years,21,1101.8830629817608
2016,Solicitors,20-29 years,22,1115.058350320743
2016,Solicitors,20-29 years,23,1127.9582045218299
2016,Solicitors,20-29 years,24,1140.605587408758
2016,Solicitors,20-29 years,25,1153.020672890508
2016,Solicitors,20-29 years,26,1165.213178100441
2016,Solicitors,20-29 years,27,1177.1903690008087
2016,Solicitors,20-29 years,28,1188.9595115538623
2016,Solicitors,20-29 years,28,1200.5278717218532
2016,Solicitors,20-29 years,30,1211.9027154670332
2016,Solicitors,20-29 years,31,1223.0915239472743
2016,Solicitors,20-29 years,32,1234.1049521421057
2016,Solicitors,20-29 years,33,1244.9560748587587
2016,Solicitors,20-29 years,34,1255.6580278148763
2016,Solicitors,20-29 years,35,1266.2239467281015
2016,Solicitors,20-29 years,36,1276.6669673160777
2016,Solicitors,20-29 years,37,1287.000225296448
2016,Solicitors,20-29 years,38,1297.2368192515362
2016,Solicitors,20-29 years,39,1307.3888862587696
2016,Solicitors,20-29 years,40,1317.4675381497395
2016,Solicitors,20-29 years,41,1327.4838368560631
2016,Solicitors,20-29 years,42,1337.4488443093574
2016,Solicitors,20-29 years,43,1347.373622441239
2016,Solicitors,20-29 years,44,1357.2692331833246
2016,Solicitors,20-29 years,45,1367.146738467231
2016,Solicitors,20-29 years,46,1377.0170717594601
2016,Solicitors,20-29 years,47,1386.8904108491863
2016,Solicitors,20-29 years,48,1396.776658124807
2016,Solicitors,20-29 years,49,1406.6857155753064
2016,Solicitors,20-29 years,50,1416.6274851896694
2016,Solicitors,20-29 years,51,1426.6118689568807
2016,Solicitors,20-29 years,52,1436.648768865925
2016,Solicitors,20-29 years,53,1446.7480948911564
2016,Solicitors,20-29 years,54,1456.9209557551621
2016,Solicitors,20-29 years,55,1467.1809252305025
2016,Solicitors,20-29 years,56,1477.5418803990747
2016,Solicitors,20-29 years,56,1488.0176983427752
2016,Solicitors,20-29 years,57,1498.6222561435018
2016,Solicitors,20-29 years,59,1509.3694308831512
2016,Solicitors,20-29 years,60,1520.2730996436203
2016,Solicitors,20-29 years,61,1531.3474127407303
2016,Solicitors,20-29 years,62,1542.6076671818844
2016,Solicitors,20-29 years,63,1554.0694607408122
2016,Solicitors,20-29 years,64,1565.7483911924178
2016,Solicitors,20-29 years,65,1577.6600563116053
2016,Solicitors,20-29 years,66,1589.8200538732794
2016,Solicitors,20-29 years,67,1602.2443000323176
2016,Solicitors,20-29 years,68,1614.9575305065277
2016,Solicitors,20-29 years,69,1627.994222203799
2016,Solicitors,20-29 years,70,1641.389355308419
2016,Solicitors,20-29 years,71,1655.177910004676
2016,Solicitors,20-29 years,72,1669.3948664768575
2016,Solicitors,20-29 years,73,1684.081650459134
2016,Solicitors,20-29 years,74,1699.3294980014352
2016,Solicitors,20-29 years,75,1715.2528501550014
2016,Solicitors,20-29 years,76,1731.9662776636862
2016,Solicitors,20-29 years,77,1749.5843537131898
2016,Solicitors,20-29 years,78,1768.2357080587922
2016,Solicitors,20-29 years,79,1788.096094472018
2016,Solicitors,20-29 years,80,1809.3511307127583
2016,Solicitors,20-29 years,81,1832.1870820664524
2016,Solicitors,20-29 years,82,1856.8309585509348
2016,Solicitors,20-29 years,83,1883.5740378532084
2016,Solicitors,20-29 years,84,1912.7095380825156
2016,Solicitors,20-29 years,85,1944.391429028528
2016,Solicitors,20-29 years,86,1978.595835777967
2016,Solicitors,20-29 years,87,2015.2550614438298
2016,Solicitors,20-29 years,88,2054.19262705488
2016,Solicitors,20-29 years,89,2095.3492226054645
2016,Solicitors,20-29 years,90,2139.163350181408
2016,Solicitors,20-29 years,91,2186.219222362539
2016,Solicitors,20-29 years,92,2237.1938674913254
2016,Solicitors,20-29 years,93,2293.059128947658
2016,Solicitors,20-29 years,94,2355.304821848531
2016,Solicitors,20-29 years,95,2426.292106594898
2016,Solicitors,20-29 years,96,2510.2634372072357
2016,Solicitors,20-29 years,97,2615.98617552839
2016,Solicitors,20-29 years,98,2773.2013556066695
2016,Solicitors,20-29 years,99,4494.148285943422
2016,Solicitors,20-29 years,100,15128.466848754884
2016,Police,50-59 years,0,238.94100662308125
2016,Police,50-59 years,1,1020.0290911256011
2016,Police,50-59 years,2,1143.348665350926
2016,Police,50-59 years,3,1239.8028767290118
2016,Police,50-59 years,4,1322.1917784578236
2016,Police,50-59 years,5,1388.7872134717804
2016,Police,50-59 years,6,1440.8494368951367
2016,Police,50-59 years,7,1483.546515257811
2016,Police,50-59 years,8,1519.4444199612703
2016,Police,50-59 years,9,1550.3314205328488
2016,Police,50-59 years,10,1577.1968673075849
2016,Police,50-59 years,11,1600.912275686092
2016,Police,50-59 years,12,1622.1529575400157
2016,Police,50-59 years,13,1641.3025682820999
2016,Police,50-59 years,14,1658.721076310132
2016,Police,50-59 years,15,1674.768330787388
2016,Police,50-59 years,16,1689.7405798794223
2016,Police,50-59 years,17,1703.7659248663863
2016,Police,50-59 years,18,1716.9449988609836
2016,Police,50-59 years,19,1729.378434975918
2016,Police,50-59 years,20,1741.166866323893
2016,Police,50-59 years,21,1752.4109259767567
2016,Police,50-59 years,22,1763.200913980721
2016,Police,50-59 years,23,1773.5877426526586
2016,Police,50-59 years,24,1783.6129408096076
2016,Police,50-59 years,25,1793.318037268606
2016,Police,50-59 years,26,1802.7445608466921
2016,Police,50-59 years,27,1811.934040360904
2016,Police,50-59 years,28,1820.9280046282797
2016,Police,50-59 years,28,1829.7679824658571
2016,Police,50-59 years,30,1838.4932067111802
2016,Police,50-59 years,31,1847.1235080691617
2016,Police,50-59 years,32,1855.6689684056685
2016,Police,50-59 years,33,1864.139595944603
2016,Police,50-59 years,34,1872.545398909868
2016,Police,50-59 years,35,1880.8963855253664
2016,Police,50-59 years,36,1889.2025640150011
2016,Police,50-59 years,37,1897.4739426026747
2016,Police,50-59 years,38,1905.72052951229
2016,Police,50-59 years,39,1913.9523464220563
2016,Police,50-59 years,40,1922.1805027919804
2016,Police,50-59 years,41,1930.4179789479567
2016,Police,50-59 years,42,1938.677939873028
2016,Police,50-59 years,43,1946.9735505502372
2016,Police,50-59 years,44,1955.317975962627
2016,Police,50-59 years,45,1963.7243810932407
2016,Police,50-59 years,46,1972.2059309251208
2016,Police,50-59 years,47,1980.7757904413102
2016,Police,50-59 years,48,1989.447124624852
2016,Police,50-59 years,49,1998.2324509878117
2016,Police,50-59 years,50,2007.1395362216601
2016,Police,50-59 years,51,2016.1740310706568
2016,Police,50-59 years,52,2025.3415765816828
2016,Police,50-59 years,53,2034.6478138016191
2016,Police,50-59 years,54,2044.0983837773465
2016,Police,50-59 years,55,2053.6989275557457
2016,Police,50-59 years,56,2063.4550861836983
2016,Police,50-59 years,56,2073.372510641922
2016,Police,50-59 years,57,2083.4579898619468
2016,Police,50-59 years,59,2093.7204892100826
2016,Police,50-59 years,60,2104.1692194800053
2016,Police,50-59 years,61,2114.8133914653895
2016,Police,50-59 years,62,2125.662215959911
2016,Police,50-59 years,63,2136.7249037572446
2016,Police,50-59 years,64,2148.0106656510657
2016,Police,50-59 years,65,2159.529300560012
2016,Police,50-59 years,66,2171.295172131039
2016,Police,50-59 years,67,2183.3247785158437
2016,Police,50-59 years,68,2195.6346299854144
